state,business_id,name,postal_code,latitude,longitude
PA,Een2yret0IwJUpHLwcxtRg,Arancini House,15228,40.382363,-80.043744
PA,wjaOY12srS2OQYk04x8y1g,Block 292,15216,40.3890789627,-80.0495279208
WI,-73xAVllMh_O2nEAcGtbvQ,Hardee's,53704,43.132307,-89.300914
AZ,7lEqJZLFLQkjLR7NqI-fSQ,Malee's Thai Bistro,85050,33.676431,-111.9761895
NV,T419Y3fiJW9EuFDkFougVA,Marssa,89011,36.11426877,-114.922281504
WI,dh9tT-o7KliyiQKwQ_G2qg,Silver Eagle Bar & Grill,53716,43.056329,-89.326148
AZ,GleKsaGVEkr8iq-x3mXWog,Papa John's Pizza,85308,33.652063,-112.2337957
OH,EQDCa1PH6OoLjcEIdU9IXQ,Bonnie's Bar and Grill,44126,41.4375472,-81.8734597
AZ,iqdZu1PBn9TpAPkHnePDNA,Dairy Queen,85257,33.4724852,-111.9265757
OH,ui33pIJmkW0s8HddH_ZZ9A,Wild Fusion,44212,41.2382681,-81.822794
PA,trpUpkB4lxReIhfr60hlww,McDonald's,15233,40.4508329,-80.0190166
AZ,up-RKqEfV9iIrtc6iyCDfw,Crazy Otto's Diner,85053,33.6256157,-112.1339898
WI,4FdXVA-WxWwc5rmjRPJVnQ,McDonald's,53704,43.1287657,-89.30858
PA,NgYQvMLzs2lbvQGX4cMWIg,Yo Rita,15203,40.4285851,-79.9866264
AZ,Po0qaleJOSqZVsBsOzlDIQ,Lafonda Mexican Restaurant,85248,33.261388,-111.857235
NV,1tJdRIuyH9UY_35yfn_uyg,Hot Dog Heaven,89183,36.011942,-115.136169
NV,LtO6vTBfYzlgWArn3kRe_A,Tacos El Gordo,89030,36.2186522367,-115.125405192
NV,0YctfylXsdutJo8qFYnZJA,Westcliff Station,89145,36.1745644,-115.2606002
OH,lHLNQnEHwCJ_CROCfCxEzw,Scotti's Italian Eatery,44119,41.583427,-81.550164
NV,w6zW6gIyg1sI5V6Wag_SYg,Teppan Bento,89183,36.0125177,-115.1526505
AZ,pX7ftE5CySOa-5cpuJl_ZA,Pastries N Chaat,85260,33.6227399,-111.8970917
NV,PtwW1Hwme8Y0wy54zNr8Xw,Egg Works,89134,36.1910596779,-115.304284944
NV,dWrezcuIAO-Ckx1W0gu5jg,Parma By Chef Marc,89128,36.1808242173,-115.2589672
AZ,ZRHSidI7IIeXhTHMc9L_gw,Kneader's Bakery,85234,33.3791835,-111.7239389
PA,nkM9exy9vHB65VZH8k4FKw,Pizza Salerno,15017,40.357359,-80.110555
NV,8yiLVWzJyyTEhYE0fVNvlA,Il Mulino New York,89109,36.119468,-115.173077
NV,ECOkEVUodMLUxvI0PMI4gQ,Tao Nightclub,89109,36.122643,-115.170356
NV,3WipOV5JlbCEO_o0tV49yA,Buffalo Wild Wings,89052,36.003156,-115.111642
NC,hP55G7ciHn30UeoZ72Japw,Bisonte Pizza Co.,28104,35.0687554401,-80.701162219
NV,1uDUisf3ro5V3vC60cxfFw,Mr. Cooker,89044,35.9208835,-115.1652008
OH,qML8HCfDh7vmIxvbt1QgOg,Cicis,44144,41.4234291,-81.7350971
NV,DzshamutZ350laV6Ji9xFQ,Cafe de Cebu,89146,36.1278425,-115.225183
NV,T6VKCBhHojQkCWp_IYO24w,McDonald's,89147,36.0993419,-115.2979359
OH,PqSwcDrL1wrwal8hlDf8IQ,Sapporo Sushi,44114,41.5005184,-81.6897072
OH,AtxhcA7jzbAktzxvo0qYIw,Red Lobster,44122,41.4595752,-81.4873223
NV,dYO978rkgyeg6tIQHuEStg,McDonald's,89014,36.0667757,-115.0429179
AZ,5Ktv5ZmJI0CN4L0KxDWJvw,Phoenix City Grille,85016,33.5223999,-112.0478399
NV,v2xh5qtrlRJSU3OnixJH2g,Pasta Fresh,89147,36.1141241,-115.3087109
NC,Qr9rof7s2llPR92t9gvy1w,Harmony Hall - Carowinds Dining,28273,35.1026129,-80.9395934
NV,xXtWrRKn8A708BfaNs1nZw,"Coffee, Tea, or Me",89102,36.1452198,-115.1766512
AZ,JwyH48vqADWY6HieOMDxgQ,My Big Fat Greek Restaurant,85281,33.4246763733,-111.939850896
AZ,u22akZ9o7DPQ3En_9AQ1lg,Revo Pizzabar,85281,33.4256819545,-111.936830319
IL,U8VXQaeog9wb_Y6hCkfitg,Super Taco,61822,40.1416706081,-88.2522016918
AZ,Q6F59ID2Js8Sop2vRcVz-w,Sweet Tomatoes,85044,33.3194479165,-111.983342171
AZ,i7qF0eFoe35Cedn_seUm1w,Picazzo's Organic Italian Kitchen,85374,33.639888,-112.3040101
NV,t8rluekhg8LVJXwbTYaZVQ,KFC,89109,36.1273747911,-115.168998954
NV,fXSOxjL7FP_sVew1gXnOIw,Sirrico's Pizza,89109,36.1022287,-115.1745851
AZ,lIFjn05i1kYq4q5cDKURBw,Del Taco,85048,33.30582,-111.977144
AZ,yJarohbMh2US0R2gJYkexA,Subway,85203,33.4229592,-111.803674
PA,IKCVtAEzYNDENgGdb9WW5w,Panera Bread,15136,40.4399412,-80.1488618
AZ,z0u9j-KiHhVudHi0hs19GQ,The Draw 10 Bar & Grill,85034,33.4461356,-111.9638818
NV,lOmt6Edj6A4OZBUIUwtI8Q,Tacos El Jefe's,89146,36.1586036,-115.2367146
NV,e13SEvJud_vgeDR_doL4sQ,Hussong's Cantina - Las Vegas,89119,36.094254,-115.176019
NC,cgwtSTiBzshAiSQ1S8rWCQ,Waffle House,28012,35.2527865,-81.0286951
AZ,EWo5usxVpjAs25NFBbsITQ,Corridors Cafe,85027,33.699034,-112.1068993
NV,Vn-Xqc1qkF1Vh2Z-wHkBVw,Bagels And Subs,89104,36.143775,-115.082142
OH,T1lOHMIas_PSflKY7duF_g,Chipotle Mexican Grill,44136,41.3062521,-81.8344866
PA,VT8vUd-2s5IdvSNwhNHkpg,California Coffee Bar,15212,40.4807205,-80.0415142
OH,WcHMfQZzs3G5UVY_zBB2FA,Hop Hing Chinese Restaurant,44256,41.1503278,-81.8634179
OH,AplxT8Xq5C1-Edt56FNq3A,Applebee's,44256,41.1628247,-81.8616707
NC,E3BTs8yFlVbZd20TknY00A,Jim 'N Nick's Bar-B-Q,28273,35.1050414819,-80.9898836505
AZ,mFTSdfJOv4X5t8LeeY4nJw,Wingstop,85306,33.609374695,-112.184782138
AZ,thlAnPN1ApoNxSnok_fcvA,Black Bear Diner,85306,33.6382712161,-112.190577589
WI,UBL1UA8v-C090cpW6kXqdA,Kickshaw,53719,43.0149304,-89.4574374
AZ,t2oeG8yZHvogZOHzOE867w,Pedrito's Taqueria 2,85210,33.414803,-111.839566
AZ,muzZW1AqlfdWGMND0jf_kw,Hilal Grill,85008,33.466978,-111.9959254
AZ,ptUbbnxWgfgO9-0dFDnWmA,Burger King,85034,33.4365134286,-112.048249694
OH,Md6NWl54ny8hA-NVaYZuew,Nighttown,44106,41.5013031,-81.5952148
OH,9bxrdL-pQg6SVMFmDcg1ow,Rising Star Coffee Roasters,44106,41.5038641,-81.6003503
AZ,Pthe4qk5xh4n-ef-9bvMSg,Chon Thai Food,85224,33.3399621215,-111.859726896
NV,YTfXZ9tbTBJkWsDI7cMDWQ,Liang's Kitchen,89103,36.1152757,-115.2176805
AZ,JUY-6k02E-Zf5QZXhnKabA,Turkdish Mediterranean Cuisine,85226,33.3193298853,-111.925874312
WI,1iS-pzwKiNF21UWHl9Rl5g,Macchiatos Coffee & Wine Bar,53532,43.2416769,-89.3437155
AZ,PWifWVSyaaQpSgRimHviWQ,Peter Piper Pizza,85257,33.4651928,-111.9165925
NC,0jMWCioUATOJgMpsPTyC7g,The Men's Club of Charlotte,28217,35.163179,-80.887184
NV,yYMTMtguT90BfMJVxasFuw,China Gourmet,89117,36.1447875863,-115.29497139
AZ,EbGlh6Vd17jKVMmSPcGBUQ,Calistro California Bistro,85255,33.6513692,-111.8862448
NV,c_VcdG84KcGRRQ23x-EpPA,Heidi's Brooklyn Deli,89014,36.0383734,-115.0298557
AZ,MMmhmJgq-uJLlrFx1Ar0Mw,Pearl Sushi Lounge & Bomber Bar,85286,33.2747543,-111.859773
AZ,1dV3qNEv8nNUAX1k3qdE2w,Rancho de Tia Rosa,85286,33.2762744,-111.8750213
PA,EaJefde5yMAMKmQ_P3Kr9w,The Green Mango Thai Cafe,15120,40.4068308,-79.9169688
AZ,6kZ5oQALI1NsP-y6H3cKWQ,Pizza Hut,85029,33.6096458,-112.1343297
PA,3JyqPFOCUHFczVSfiw518w,King's Family Restaurants,15241,40.3253168,-80.0649336
NV,VZQ7R-LYP8Ja9k_-ODnJpw,Z India,89146,36.1584920322,-115.242745958
NV,-tseCGdDvepLP8IIWtZikQ,Polish Deli,89146,36.1599319,-115.2222054
OH,SQII1gslLSZbtDfTK09eAg,Madd Chef's,44212,41.2455993,-81.8412394
PA,MsFj3NTvmhYNYS8Ef8HwFA,Shamrock Inn,15233,40.4515843,-80.017124
OH,kBZ-tBkOKGqUOAypk-L9Cg,Master Pizza,44011,41.4603089104,-82.0158579522
NV,X0Tczp3XH3qTinliAM5TEA,In-N-Out Burger,89084,36.2852440984,-115.134414261
SC,y1PXa8oQSnEHuL7AmwOP5A,Shia Asian Bistro,29710,35.1157307,-81.0706768
PA,sAU0FbmsQwcwk3uvvvtIgw,Schmidt's Tavern,15108,40.453621,-80.197647
AZ,z2EAPuklanV4fiFYzHkAnA,Boots & Bourbon Bar and Grill,85374,33.649483,-112.366583
PA,zuUWG7OdMv6awFRYhEYT5Q,Local Bar + Kitchen,15203,40.4290009,-79.9828024
OH,I1OI6IfSpRAEN9822s6aag,Marco's Pizza,44039,41.408929,-81.9766276
AZ,IzAuLLI49vgqsGrA0GgYsA,Lo-Lo's Chicken & Waffles,85004,33.4453626,-112.0674961
AZ,v91eTDokcNCHzRvmamWVog,Sinbad's Restaurant,85051,33.5389032,-112.1366941
AZ,4VPjBVJKcxDpr00OMwxSww,Ta'Carbon,85301,33.5111448,-112.1857747
PA,Yf0rRaOWWGrqvTQ2B3dE0Q,E Town Bar and Grille,15223,40.495304,-79.94511
AZ,FGzuLQlBWlhcI4lzqe__Mw,Uno Chicago Grill,85204,33.38449,-111.80411
AZ,h7As2jB8bhfFxCMCvdssWA,Wong's Chinese Dining,85034,33.4367928,-112.0569366
AZ,Ayt0hEO4siFH8h4lsCa4VQ,Wildflower Bread Company,85034,33.4356341622,-111.997899633
NC,WuiX9mOytF_8TXrR4ERQJw,Shun Jing,28270,35.1474098308,-80.7457220927
WI,sdfmHavBrOZMMsiBv2sg7g,Bluephies,53711,43.0566805,-89.4288493
PA,I26PLVBABlTcUJ8pq08p_g,Mullaneys Harp and Fiddle,15222,40.4534271,-79.9809286
NV,lI3kXSfqsoTeb3mfX6sa7A,Olivo Bistro,89052,35.941517,-115.1183
NV,Md6895ZtS3FA8a0pUaH6nw,America,89109,36.102003,-115.175161
NV,kJAmLFgiIjtjULunpr3NNg,Blue Ribbon Sushi Bar and Grill,89109,36.109669,-115.174321
AZ,QtnByPwbb50VsacwD4D1kA,Burger King,85306,33.6102556,-112.1844307
AZ,iJ4asegD61MbFZ16CYI5mw,Milagros Restaurant,85282,33.4061600051,-111.961700897
OH,UkrULFvq5y-bJoqBu5eI6w,Scott's Fire and Ice Pizza,44135,41.425548,-81.8279011
NC,KhqrvNH7OdPQMQoW4VCQ5A,Sileo's New York,28079,35.0514066461,-80.6455858021
NV,V-0qRzBHKixmQgon_fW_AA,Makai Pacific Island Grill,89148,36.0957104,-115.2982167
IL,Z7r_FJXEyfyvVsyv2y7gFQ,Cactus Grill,61820,40.0996476,-88.2447937
AZ,cJzv3fbd7jL2ZHyFosFkOw,King Wong Chinese Food,85008,33.4766277,-112.0128996
OH,ix8Xv6sHk0F0e8wJ5_a9Og,Larb Thai Restaurant,44212,41.2630106222,-81.8416246343
AZ,sZkmUH_oRUhCgb4uhoS-zQ,Brugo's Pizza,85331,33.8296784,-111.9289621
OH,423AAbu0yBoDMOeVwnLzkQ,Camino,44113,41.4988517,-81.7008707
AZ,NHzdf87ObSNIXrT5axTubQ,Pizza Hut,85253,33.5796175,-111.9276631
PA,96a54JDbOU6YKFWzur98sA,Di's Kornerstone Diner,15132,40.353747,-79.837491
AZ,EIol8eFrS4WtRUhGbOUUgA,La Famiglia,85224,33.3366622,-111.8565749
AZ,w6dNSvbLNdYkwp1xwYj6Pg,Elie's Deli,85018,33.4804959,-111.9842703
PA,gVr5mL60az3_rxjJwRDN9w,Blue Grotto Pizza,15203,40.4288326,-79.982204
NV,zYb4kj2R54R2YPeNm829BA,Sauce Italian Bistro & Bar,89014,36.069818,-115.044513
AZ,_Izez54wm0TqZ4XHmj0z9Q,Sonic Drive In,85323,33.42145,-112.291575
PA,VFv7NcPW9ajUTLleJ8wOQA,Chipotle Mexican Grill,15213,40.4409137,-79.9578984
AZ,kacZeom987POja3RwNUJpA,Gus's New York Pizza & Bar,85037,33.4778891054,-112.254362963
AZ,aZOoc-87ESqy8apJO3J-Yw,Slim Chickens,85234,33.3634597,-111.7905815
OH,W2obVbo47pkggXu09KiZtw,Master Pizza,44130,41.369813,-81.804286
NV,cWfqbkMit27-Pg_bPUTwCg,Roadrunner Saloon,89128,36.1822443827,-115.260271062
PA,zR8n9zX3AMcksUI641DjfQ,Deli On North Avenue,15212,40.4556652,-80.0063506
NV,vzrcPqSdRY41GoO5DR5pYA,Landry's Seafood House,89102,36.144997,-115.175625
OH,3trdX3B7ZwmO2SKpQ9UJrg,Flipside,44113,41.500919,-81.7045079
NV,Ad_-9GuDFTEjAsSQ3PXLOw,Subway,89128,36.1906225,-115.2588414
OH,WGx8xzim-5whlePsNP8YZQ,Bob Evans,44256,41.1640463828,-81.8628966808
NV,qCZrKe8igS10txtGW3ZV1Q,Atlanta Bread Company,89117,36.1577188,-115.3111025
OH,dyJsv02GJgQZBl2Lh3vjjg,Addy's Restaurant,44113,41.5009585,-81.6955688
PA,LmYBebTFfft94uYljKptgA,El Campesino,15090,40.6329702,-80.0590945
NV,84DjKzaR26vphu9fNI9nKg,Sierra Gold,89014,36.0557009599,-115.043451889
NV,3fT1kcQ-MVEImGHa3hll5w,Earl of Sandwich,89103,36.1492187463,-115.333117799
NC,hggVnGwA5042-ABxqeJX-A,Good Food on Montford,28209,35.1709489,-80.8483245
NC,VRUtFKBw21UqtJpXUXSp_A,Burger King,28208,35.2240213,-80.8976601
IL,ejdBoVvEdn5fdycuJRen8Q,First Wok,61802,40.0962948,-88.1920978
WI,oSrTdvRGrJ24ofcquIFoPA,Takumi Japanese Restaurant,53704,43.124856371,-89.3101472672
AZ,8jm_9vT-tGT-rFe-XckCqA,Final Round Sports Bar & Grill,85282,33.3794391,-111.9403504
NV,Xck2KzJcZDJGMtwxMwD71w,Sumo Sushi Bar,89014,36.0718892489,-115.083353143
AZ,y8zlR75tcmvkg49dqdLGDg,Sauce Pizza & Wine,85012,33.5089351097,-112.072001503
NC,x2iDANjTtHvhCPJ2EzlMCQ,HoneyBaked Ham,28226,35.086169,-80.849874
NV,juuv0QPE_MfnVjevQTpCDg,Manhattan Streets,89109,36.1087723175,-115.172635517
NV,n_o2DAmDBAZ-RjVDSY-5uQ,Ruth's Chris Steak House,89109,36.1195756555,-115.17219718
NV,GDWWeeGW4d3tLWa21GhI8w,Chicken Now,89109,36.1065949,-115.1709543
NV,C47xNSByH-2k7WbX9Yx6kw,Sushic,89154,36.109511,-115.141935
AZ,Ds7KCTQ4_uN4VCeEiwX7yg,Hawg and Dawg Express,85044,33.3375219,-111.9945634
PA,30ibZa6RLsrdhmCUeoS7tQ,Texas Roadhouse,15237,40.5624113787,-80.0272582099
OH,bXGADvexLZ7sAiAuTfhYiA,Champps Americana,44124,41.5045891,-81.4715321
AZ,aeYMUiOTCwHA6xDsZgUmcg,Oma's Place,85210,33.3944393,-111.8541615
OH,a1eWEC2nkv5ddN-10y3wKg,Plank Road Tavern,44107,41.4851518,-81.8135716
WI,ISE6RcXsgPO1MgxypROEYg,Northside Family Restaurant,53704,43.1128465,-89.3637702
AZ,z5t6Cny_wEe37iWHE3A1fA,Fritzs Footlong Bar & Grill,85203,33.4159,-111.793652
AZ,NPv4c-tDScToghoF9lnZbg,Meridiem Kitchen & Lounge,85286,33.2875828,-111.8905994
NV,Me12OazRUDZOuFJ8nbBbCg,N & N Oriental,89119,36.1068493,-115.1372406
OH,NedFi7jMMXHRREYxoKXmBQ,HoneyBaked Ham,44094,41.6262255,-81.4375878
AZ,DkNJFy9cEM606nsgfs494g,Dairy Queen,85029,33.5997853,-112.1200074
AZ,vYn0gishV27DpfM_loZITQ,Chili's,85206,33.389268,-111.684212
AZ,-MKWJZnMjSit406AUKf7Pg,Barrelhouse American Kitchen & Cocktails,85224,33.3360124073,-111.859687015
AZ,BC6EVZdSpCecbduY1bQLsA,Barrio Fiesta of Manila,85224,33.3497229,-111.8576517
AZ,x3-d_7Bgj4sYVks1xiq8kQ,Inchin Bamboo Garden,85253,33.575816,-111.926234
NC,n-BoGXG2NItNbr_PMtIRBg,Amalfi's Pasta 'n' Pizza,28213,35.2957226,-80.7392485
AZ,jjIsYHDxyIcx5EFdHFT_9w,Greenway Grill & Deli,85260,33.6258545591,-111.910674976
AZ,DDB1Uas9WaomMOlANDL56A,Cafe North,85260,33.6166381554,-111.872809768
AZ,rxcZiqu2hQDJgULxwtJqug,Natalia's 1912,85286,33.2606908,-111.7903737
NC,4X9tVVQHIewliXqaancfQA,Rum Bar & Grill,28208,35.2206969,-80.9412414
NC,jUF7BSWB2s7Xgp5PbISbsg,Caribbean Hut,28262,35.3172202,-80.7391337
SC,oMB1I8-P3TCVNdaEu91NXQ,El Cancun Mexican Restaurant,29708,35.093402,-80.934661
PA,3frFidAcPVYAFB2RxxkIdA,Star of India,15213,40.4448167,-79.9489713
AZ,aoJQfrlu2btOR8GNpm8N8A,Spice Asian Bistro,85206,33.385161,-111.6872749
NV,0iPXuywgu37dDpwLMudACQ,Taco Bell,89012,35.994716,-115.10097
AZ,5DT2qxCkXxUKW7z_4kOXmA,Sala Thai,85028,33.5856509,-112.0137434
AZ,_qu6EHzJVXHRhA4-2mGFrg,Uncorked Wine Lounge & Eatery,85255,33.6404376434,-111.924478442
NC,Xe1xA57ei636e5YzfvDbuA,First In Flight Bar,28208,35.2205594,-80.9438737
PA,Mv7N0bU56dhtoDP-m2JOow,Sonoma Grille,15289,40.4444445,-79.996451
NV,BjPph9SbmEfox2vip326PQ,Brooksy's Bar & Grill,89147,36.11439,-115.294264
PA,WPlanDoQbwZGEB2CmjAU8A,Rodos Greek Cafe,15131,40.3485272,-79.817585
AZ,fCf-JewsdoEtRZDzc6Ji5g,Sonic,85234,33.3678767,-111.7893104
NV,l0Gop1Hu8XJYpHHCpvG6SA,Chile Caliente Tacos Y Mariscos,89014,36.0792706,-115.0536845
AZ,bVPTxKhjj4qyTF7_43nY-g,Red Robin Gourmet Burgers,85206,33.3837664,-111.8063383
NV,lHbFwqgVSaI8ahKL2Ua5dw,Pho 777,89113,36.0420917,-115.2787875
AZ,KjCJcSXX_Hj8hZT6KTzamg,Carefree Station Grill & Bar,85377,33.826909,-111.919279
OH,Wsk9CyM-FhybMA48I38JKg,Popeyes Louisiana Kitchen,44070,41.420103,-81.9125618
OH,WTZj0hHhwq2GaqsLMXQWhw,Boston Market,44070,41.4194618,-81.9150139
AZ,j2PzhhWYgRNZ5ZgOcp7X8Q,Aromas at Island Restaurant,85233,33.3359514,-111.821208
NC,-I27yVw2x_-31_OOMSH02w,Local Loaf,28202,35.2277591,-80.8381993
NV,N-A-Ys0zNx1gmA9_kTlQdA,Good Company Cafe,89183,36.0127369,-115.1360167
PA,C_z3dMXpKdxhwCmaJhhqNQ,Cabrileo's Gourmet Coffee,15068,40.587883,-79.749618
PA,1YC7AbQMlNb5mLUlwwaa3w,Bites and Brews,15232,40.4556962,-79.9308834
IL,2wNI-81CncuC21xr92anTA,Urbana Garden Family Restaurant,61801,40.1329664,-88.2188183
NV,Tu3pgH2X_ml6rsD9dsr_vQ,Rikki Tiki Sushi,89109,36.136204828,-115.151410863
NC,J9-xa5p7q1KltIoZPoWiFA,Taco Bell,28213,35.25846,-80.78938
NV,IUe5DI53ZH2_U8B0PKJ5sw,Crepe Station,89110,36.1659799573,-115.0639202
AZ,TAAhxi9Tml-8wHZWbZc2UA,Wendy's,85012,33.4945129,-112.0689256
AZ,QJfnq_F3qb3raMCZa48_3A,Hail Mary's On Priest,85281,33.4128996,-111.9611749
PA,fTNhNmjkNzdaPy3LFAnwvQ,Ease Modern Comfort Cuisine,15218,40.4326319,-79.8941711
PA,2kE_CUc6tUR8FU5bjAO_Ag,R-Time At Rene's,15035,40.3830336,-79.8103114
OH,rkBFX7M_Dn-S58NU4KNpXw,Chardon BrewWorks & Eatery,44024,41.583635,-81.209232
IL,EoPd4SI9-mnkyb2CJcgkLA,Minneci's Ristorante,61820,40.112801,-88.239078
OH,xXZw2v10FbaqRiibXhAhlg,Fanucce's Italian Imports and Pizzeria,44115,41.5013865,-81.6759948
WI,29o-qEDIRpXmVmSPNsH4sA,Vin Santo,53562,43.0956058,-89.5108863
PA,0DnaXWgViDVmll2w1g3Kig,Cool Springs Sports Complex,15234,40.3536720227,-80.0161798167
NC,AWaxaKm_YgTkxbW8kjsmdg,Moe's Original Bar B Que,28105,35.117562,-80.720445
NC,RoyywlTNAmM8dJcibAr1rg,Golden Corral,28105,35.1212987,-80.6991952
NC,CgCkOG9Z5gCO3fgq-ficpQ,Pure Pizza,28205,35.2201453759,-80.8072895722
NV,pvrTxY4WCE5DfHAIMLjSbg,Subway,89014,36.0694694,-115.0818493
OH,ekGSuzubweRn2f6NWUh-jA,Jimmy John's,44035,41.363830208,-82.0786102382
NV,PLQl-y06iPOEaqsy_nx-Eg,Cafe Mayakovsky,89119,36.0993514244,-115.128260057
AZ,rGwnzfCUp23Q5lTkxqZqTg,Dos Amigos Fresh Mex-Grill,85308,33.6668491,-112.1868621
NC,3vkP6t_kKN3JT8MMUaBVEA,Original Pancake House,28204,35.2135311,-80.8324573
NC,ZV89e6dYFymcBAUmRzKGwA,Tanaka Grill & Sushi,28269,35.365984,-80.786026
AZ,2RsLaIEnNUIzjQyCvPCNWA,Cuff,85301,33.5383677,-112.1846402
NV,cghHesD2NXV5yUu-ZAxE2g,Lumberjacks,89032,36.2389291,-115.1556685
OH,pWvnFgcmkjLBXDGeFD_5_Q,Market Street Family Restaurant,44060,41.687649,-81.337813
NV,nubHGTPakh7v6Y_f8lOkbg,Wayne's Sushi Bar,89102,36.1438599,-115.178936
IL,AZw_8ngMd8vnAbzKX7zPlw,Pizza Hut,61874,40.070779165,-88.251749561
NV,kgffcoxT6BQp-gJ-UQ7Czw,Subway,89128,36.2017936,-115.2819809
AZ,_pgnoLXisYoa0okcTnOs8Q,Domino's Pizza,85301,33.5227793,-112.2025633
AZ,QvHybsk5_SnyEMD15izeeQ,Scottsdale Station,85258,33.5560021,-111.899047
NV,5Lcit9Zt6TF9bmKoFMhF0g,Noodle Pot,89102,36.1253970859,-115.196422914
PA,C6jKwYmzHztO7OCex9j-YQ,Mia Pizza,15213,40.4546333,-79.9465557
NV,HNpogRK7eWUmUQgNTMD6lA,Omaha Steaks,89108,36.1994345801,-115.241868173
NV,QnfAHUr5-HTiaA5-va3glQ,Streets of New York,89148,36.0949946,-115.2982015
NV,7MMhQfuDtRHWtouYFVvxkQ,Del Mar Cafe,89117,36.1355542,-115.2789909
AZ,hgo0jDweUcHMHqNDnQQm9A,Ajo Al's,85258,33.5714636694,-111.886635191
AZ,jgmKcZsgKYkTFyYIabL3Sg,Jersey Mike's Subs,85254,33.580839,-111.926848
NV,9sbXPpRC_wDhCsp7qG2PDw,HK Seafood Garden,89102,36.1263735,-115.1981158
AZ,NzWpIwYwGsjujewhYjPPPg,JT Boba House,85392,33.4670199345,-112.279123683
AZ,CmgNyXaBPsn6hLLtWPL_qg,Berry Divine Acai Bowls,85281,33.4399425,-111.9268325
AZ,OJAGq2tKzlwNuWmUX00I5g,Xaviers Casa Reynoso,85206,33.393091,-111.752591
NV,uKnQQDArO9bu4tAbGZ4epw,Super Taco Mexican Food,89131,36.2750387,-115.2069002
WI,LZ_R2OLgZQSQMMzlp8uUOA,Dotty Dumpling's Dowry,53703,43.0728191,-89.395561
OH,HCXvxrC-mjqxxrGrBjjYNA,Smashburger,41076,39.0383429987,-84.4546968875
NV,KTjfQxsQDKWP0dWXBCyXuA,Famous Dave's,89030,36.2406450132,-115.113831313
AZ,4K3EHSn_DHjdxUEoYos95Q,Popeyes Louisiana Kitchen,85282,33.4068285,-111.9456349
NV,aOv8M2mLogfGNrjoxYfsGw,Straight From Philly Steakout,89014,36.0556542261,-115.056432607
AZ,cZAU9Gs-rIv8DvsVp3qUTw,Cousin Vinny,85382,33.6690879,-112.2386488
AZ,urkODQ1jX0qQzgbqsQjWVQ,Flower Child,85018,33.510484,-111.986166
AZ,uVxckFsBlewiDoQgpOafqA,Over Easy,85206,33.393391,-111.692285
AZ,KlLbS_stbBlL1KnMY5J7Vg,The Firm,85253,33.580276,-111.924064
PA,QtyvwZi6JiloDNEEH_ZxLQ,Bombay Gyro's and Lunch Box,15215,40.4442059,-79.9955278
NV,pwislVBU50RIzCrwJYPY3w,L&L Hawaiian Barbecue,89149,36.2706864,-115.2667351
AZ,CUn59grUqyROxhSyfjjhHw,Filibertos Mexican Restaurant,85035,33.4662993,-112.1528958
OH,gtg8Hld2EyJrFoB-272SIg,Big Eye Japanese Cuisine and Sushi Bar,44333,41.12923,-81.609277
OH,PKfXfdIJUlEkpZ2JsQaPTA,Name Removed In Response to Trademark Complaint,44017,41.3712756,-81.8678552
NC,BoPPjIOONIT5svO-l1_gUg,Captain D's,28134,35.0891178,-80.8768827
NV,FEWTPBUv-QiugBe-2uXD4A,Chopstix,89014,36.0617847,-115.0360234
NC,fvwNREtzrWiqUppypcCr9g,Zaxby's Chicken Fingers & Buffalo Wings,28056,35.258516,-81.1186053
AZ,GhWMl0J2gOOH61BhBMTAAA,Genghis Grill,85308,33.6386686,-112.2172397
AZ,-cBQKodqi77Q0vk-9iDvQA,Fat Tuesday,85281,33.4238124118,-111.940225132
AZ,q-9wprAg0B4_5o2ZWeR20g,Wendy's Old Fashioned Hamburgers,85281,33.4139365,-111.9267488
OH,e9FftJq9v_porLZT7iSEhg,Imperial Wok Chinese Restaurant,44139,41.3852806091,-81.4384078979
NV,gS0CcaNcmiU18nLqqELhUQ,Palio,89109,36.1131896973,-115.177444458
NC,Iyt5sJVjyCvVS2p8Xw0I6A,Zoës Kitchen,28204,35.213101,-80.8349045
NV,KkgnBZj3jRVjCY2H49JRaw,Angelina's Pizzeria,89129,36.2187596,-115.2645776
NV,cpOELWhrJDdz5v1b3H5EcQ,Dairy Queen,89052,36.0015215,-115.1041829
NV,rt-aQTkNfILbxBuATdJ1dA,American Coney Island Chili Dogs,89101,36.169971,-115.1427714
NV,JRh14J_be0jl7Wbt412vDA,Oscar's Steakhouse,89101,36.1718351907,-115.14659958
NV,sjmXmCXAvvNDVTTKuXKuJw,Pullman Grille,89101,36.1729288,-115.1456193
NV,-153AjTW5luZPK4omEujWA,Jody Maroni's Sausage Kingdom,89109,36.1030009,-115.1735161
AZ,c9g71oS1s5U06Wf1CEXLfw,Pizza Wings and Things,85206,33.379351,-111.7224908
NV,CeqWpwHBoaxwRcv5btnv6g,Custom Built Pizza,89147,36.114442,-115.308663
NV,MqYYYNA-ZYvV-1w5qcmMoA,Aureole,89119,36.0912561066,-115.176482499
PA,7ddnq3YQSKguGK15etqGLQ,Ditka's Restaurant in Wexford,15090,40.6426194,-80.0670089
PA,Sg3qj0mhSEYX4Co3fVHHwQ,McDonald's,15132,40.3209577,-79.8357243
